gene,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection
ART4,False,0.0010949286589734568,1.470894409289984,-0.6209874,0,False
ART5,False,0.011069139207567524,1.4172104352224864,-0.842775,0,False
ARTN,False,0.01821629076434588,1.4954301962647358,-0.5688467,0,False
ARV1,False,0.15358227176318498,1.6476151496673346,-0.050511573,0,False
ARVCF,False,0.47102907133822003,1.6355296733471212,-0.9414588,0,False
ASAH1,False,0.7474165207081074,1.8816839809476087,0.46934938,0,False
ASAH2,False,0.0041485101952942775,1.5622234081238418,-0.33910263,0,False
ASAP1,False,0.734814214870277,1.8778717517634227,0.44905096,0,False
ASAP1-IT2,False,0.021736522134846795,1.537222862992965,-0.42699075,0,False
ASAP2,False,0.31735096563420273,1.8004946451400596,0.20541376,0,False
ASAP3,False,0.09089981350895547,1.6253454778300656,-0.12570506,0,False
ASB1,False,0.3348631198577833,1.6887936030340711,-0.58466,0,False
ASB13,False,0.059717814031104335,1.7661627330395442,0.3664441,0,False
ASB16,False,0.0010258307190208155,0.5896216389026101,-0.68809384,0,False
ASB2,False,0.003166508877473664,1.7185382942419838,0.20254487,0,False
ASB3,False,0.23627286626694222,1.686021593974664,0.0847605,0,False
ASB5,False,0.002648977336838414,1.5644288862829487,-0.33810523,0,False
ASB6,False,0.13281846702113526,1.654798514096153,-0.019584272,0,False
ASB7,False,0.1699540576104682,1.7635350688146887,0.3483287,0,False
ASB8,False,0.2984789790222694,1.7239513157395594,-0.33394614,0,False
ASCC1,False,0.14307082757265457,1.5350666875127024,-0.43549243,0,False
ASCC2,False,0.2402817326595964,1.7132508813110814,0.17458716,0,False
ASCL2,False,1.3183105920382252,2.090508221927169,0.7300375,0,False
ASCL5,False,0.012481195800218094,1.4573740816345078,-0.69663423,0,False
ASF1A,False,0.29885087274822997,1.7831901430892474,0.07965527,0,False
ASF1B,False,0.0333174488507979,1.6709292347353752,0.022467103,0,False
ASH1L,False,0.6585707987537195,1.7119576871246485,-0.64145535,0,False
ASIC2,False,0.22090487715062063,1.7513136290521707,0.2979017,0,False
ASIC3,False,0.02314355904276509,1.5603114054545135,-0.3430847,0,False
ASIC4,False,0.0610862908416195,1.6370756659428254,-0.06653107,0,False
ASL,False,0.06559993785815632,1.674692274430488,0.052239347,0,False
ASMTL,False,0.10152141996218675,1.6357524916917998,-0.07797674,0,False
ASNA1,False,0.49785092713279544,1.6767667105488981,-0.64686364,0,False
ASNS,False,0.6446790732294316,1.829792077265085,0.13392867,0,False
ASNSD1,False,0.5745377975068627,1.7777439959405927,-0.20593365,0,False
ASPHD1,False,0.14961442314801046,1.5608864117756704,-0.3366667,0,False
ASPSCR1,False,0.11497021682080522,1.6836183027740304,0.07041548,0,False
ASTE1,False,0.11265027897773622,1.6385253275028833,-0.08431017,0,False
ASTN1,False,0.026453911747084648,1.6063580006882132,-0.1922133,0,False
ASTN2,False,0.4156376696928542,1.7426194395657002,-0.19819154,0,False
ASXL1,False,0.3987038822573168,1.749951516596894,-0.13659067,0,False
ASXL2,False,0.4647937725268432,1.7447324228907937,-0.19589123,0,False
ATAD1,False,0.4423989682740701,1.6680732896935304,-0.7231401,0,False
ATAD2,False,0.060993195931760606,1.7399140428069682,0.27623448,0,False
ATAD2B,False,0.24038860059386674,1.7078727106094398,0.1624999,0,False
ATAD3A,False,0.15789399313851976,1.6059008254813156,-0.18699042,0,False
ATAD3B,False,0.01472164723907489,1.5874313601540568,-0.24768636,0,False
ATAD3C,False,0.006446428939241316,1.7780764808003444,0.39094734,0,False
ATAD5,False,0.07988040371161476,1.7635047169013882,0.3509208,0,False
ATCAY,False,0.19832514401215612,1.6623049723175978,0.005941758,0,False
ATE1,False,0.3392136198865613,1.7468779758752944,-0.1830888,0,False
ATF1,False,0.20234959905901717,1.6767498270034271,0.04852068,0,False
ATF2,False,0.46193755454908403,1.6904301424331298,-0.5695789,0,False
ATF4,False,0.9255078942426123,1.7510457248803641,-0.45164862,0,False
ATF5,False,0.14581851878793056,1.7589456363448566,0.32943156,0,False
ATF6,False,0.6532206609383033,1.8146018057443327,0.029500736,0,False
ATF6B,False,0.3104527373877568,1.8214050078203015,0.35662672,0,False
ATF7,False,0.282409059891739,1.7090847701680683,0.03657084,0,False
ATF7IP,False,0.45677729622235064,1.7078848522973475,-0.43796194,0,False
ATG10,False,0.1368839396627169,1.6681553611457807,0.023640037,0,False
ATG101,False,0.25258530245108723,1.7079277900888223,0.15807882,0,False
ATG12,False,0.46433596694511386,1.6630334063816101,-0.74647033,0,False
ATG13,False,0.7127900028686012,1.8533951538008528,0.28588894,0,False
ATG14,False,0.15363040877917805,1.8367991976468145,0.6038565,0,False
ATG16L1,False,0.17231254341140406,1.7875765237591177,0.44252798,0,False
ATG16L2,False,0.3782777950169899,1.7685839154585474,-0.034277406,0,False
ATG2A,False,0.30203943401154176,1.7683106020587873,-0.02290212,0,False
ATG2B,False,0.23037541101184442,1.7264702296169134,0.21279903,0,False
ATG3,False,0.30724013136568934,1.6701073690010073,-0.70518845,0,False
ATG4A,False,0.07264563578578012,1.6272870004020996,-0.1235161,0,False
ATG4B,False,0.6346784598669828,1.8152103608085461,0.04422262,0,False
ATG4C,False,0.0782970892542866,1.7060717340019809,0.16058813,0,False
ATG4D,False,0.21243172143537076,1.6585995469127974,-0.0056575486,0,False
ATG5,False,0.39135359913000906,1.7170945267110556,-0.3735991,0,False
ATG7,False,0.10071853073115827,1.6887913044651528,0.09872375,0,False
ATG9A,False,0.3162618799421439,1.7275249941852318,-0.28867933,0,False
ATIC,False,0.5005240687529932,1.8084930115135416,0.25743926,0,False
ATL1,False,0.1469775261892512,1.5360350355140553,-0.42150676,0,False
ATL2,False,0.27502730706984113,1.7512928784269053,0.15645584,0,False
ATL3,False,0.11937594102396526,1.6576922586595075,-0.0044825273,0,False
ATM,False,0.35545954284965187,1.6460406033942094,-0.86288774,0,False
ATMIN,False,0.5848758417103181,1.7734373938541006,-0.23935418,0,False
ATN1,False,0.4417137108543427,1.6697077841752517,-0.6964517,0,False
ATOH8,False,0.026586882794380262,1.7295763049083872,0.21643887,0,False
ATOX1,False,1.0625689342852795,1.7771200116557064,-0.4590224,0,False
ATP10A,False,0.0007452033716932223,1.2548536802253487,-1.3885233,0,False
ATP10B,False,0.009512464829365115,1.6901761257267118,0.106915236,0,False
ATP11A,False,0.5763028963817289,1.8373229230203851,0.17790289,0,False
ATP11B,False,0.33253650062583473,1.7588523304880894,-0.1055418,0,False
ATP11C,False,0.1492464487661414,1.7027177408956116,0.13952084,0,False
ATP12A,False,0.006376499571519558,1.2486263843780265,-1.4445812,0,False
ATP13A1,False,0.3566847536048736,1.6954572555294867,-0.5335985,0,False
ATP13A2,False,0.4094868949902999,1.7045249189287095,-0.4602608,0,False
ATP13A3,False,0.6989031200824214,1.7661840928947488,-0.2865792,0,False
ATP1A3,False,0.01937290104836195,1.7439056183324624,0.27509707,0,False
ATP1B1,False,0.9898792622998438,1.8365178805644176,-0.031010374,0,False
ATP1B3,False,0.649706824841451,1.773951764959805,-0.23137002,0,False
ATP2A1,False,0.006943076821943034,1.5447425396870003,-0.37456554,0,False
ATP2A2,False,1.2101053450792412,1.75089174290089,-0.7139086,0,False
ATP2A3,False,0.7495585638686371,1.7521320985348754,-0.3738249,0,False
ATP2B1,False,1.5868455864362736,2.0437371950369667,0.45634997,0,False
ATP2B2,False,0.08254466875232232,1.8523181939317603,0.6479246,0,False
ATP2B4,False,0.7191542934065995,1.795927014845609,-0.08929621,0,False
ATP2C1,False,0.627679799869739,1.7337821859710913,-0.49646476,0,False
ATP2C2,False,0.03153449119014423,1.720216474015723,0.21036868,0,False
ATP5A1,False,1.8762933470771113,1.8022336620189652,-0.8126862,0,False
ATP5B,False,1.9212070388454767,1.8202122378316157,-0.7472723,0,False
ATP5C1,False,1.1146480795306162,1.7442380632305465,-0.74975353,0,False
ATP5D,False,0.6566990213461019,1.703014452891321,-0.7012536,0,False
ATP5E,False,2.0350715704784177,1.8843497767042636,-0.55108285,0,False
ATP5EP2,False,0.3285427186859209,1.7233261297563924,-0.3446968,0,False
ATP5F1,False,1.3114420048031121,1.805424251102232,-0.5306488,0,False
ATP5G1,False,0.9241298709580669,1.7801765554332643,-0.29484344,0,False
ATP5G2,False,2.074247300026663,2.079203917141077,-0.037562978,0,False
ATP5G3,False,1.6135066518663028,1.9103990035930167,-0.31960955,0,False
ATP5H,False,0.6367783925552547,1.783513436529605,-0.17452455,0,False
ATP5I,False,0.7050586142145234,1.7217716561784395,-0.57961833,0,False
ATP5J,False,1.1524140927011577,1.78267064975296,-0.5762881,0,False
ATP5J2,False,1.0418510431775316,1.6955231890380105,-0.7013424,0,False
ATP5L,False,1.4818454368928575,1.7725462854159522,-0.78845966,0,False
ATP5L2,False,0.02009844208478189,1.67322913225662,0.037088934,0,False
ATP5O,False,1.348776104072714,1.7904669627704366,-0.5992561,0,False
ATP5SL,False,0.1275279905059921,1.6468247330556576,-0.052100778,0,False
ATP6AP1,False,1.2375008810303019,1.9425585408971462,0.14979346,0,False
ATP6AP2,False,0.7856053640488978,1.7667929565378684,-0.27833903,0,False
ATP6V0A1,False,0.585221347383252,1.7490349084184318,-0.39497933,0,False
ATP6V0A2,False,0.28056652775652424,1.7074686191216095,-0.10358564,0,False
ATP6V0A4,False,0.001006776644650203,0.7208135914298689,-0.25403798,0,False
ATP6V0B,False,1.3237032050648376,1.7737609198769444,-0.60449517,0,False
ATP6V0D1,False,0.613249690541313,1.6900502254476013,-0.7839291,0,False
ATP6V0E1,False,1.240696149036134,1.8490945648428965,-0.2713486,0,False
ATP6V0E2,False,0.528293422640713,1.6733241363782578,-0.6839064,0,False
ATP6V1A,False,1.1547547802631173,1.8860100938444426,-0.10881507,0,False
ATP6V1B1,False,0.0013087423237497368,1.4553031610222502,-0.6571051,0,False
ATP6V1C1,False,0.2828857477143597,1.6946841188527253,-0.50904065,0,False
ATP6V1C2,False,0.009220919994574864,1.5758236935498995,-0.28063226,0,False
ATP6V1D,False,0.8465647472718629,1.7655752287056021,-0.3637727,0,False
ATP6V1E1,False,0.9203856676886404,1.8635287999779453,0.10683443,0,False
ATP6V1E2,False,0.03017170912893804,1.5610615835545263,-0.34000114,0,False
ATP6V1F,False,1.2007851134299667,1.785955031006163,-0.5563336,0,False
ATP6V1G1,False,1.7352923191598784,1.8625939760567074,-0.5054322,0,False
ATP6V1H,False,0.5250643773694166,1.7284936230342476,-0.40857968,0,False
ATP7A,False,0.23269122596374514,1.6975464563573242,0.12035054,0,False
ATP7B,False,0.19044508128129534,1.7609460201899882,0.3438611,0,False
ATP8B2,False,0.29695964723864854,1.6830867387709978,-0.6193247,0,False
ATP8B3,False,0.014613134052259207,1.5717983476348518,-0.30956087,0,False
ATP9B,False,0.24018069473898018,1.6523914046113433,-0.038623843,0,False
ATPAF1,False,0.4327122752729268,1.695463896390279,-0.528888,0,False
ATPIF1,False,1.066989004032624,1.7057806971458587,-0.78907436,0,False
ATR,False,0.17533000098370927,1.7623511734477448,0.3390621,0,False
ATRAID,False,0.9555652683486998,1.795025880527036,-0.2277491,0,False
ATRIP,False,0.04433515297133546,1.5828662983867048,-0.26757196,0,False
ATRN,False,0.25216173635672734,1.572357501958285,-0.30120277,0,False
ATRNL1,False,0.20337464011076867,1.725832753495306,0.23312406,0,False
ATRX,False,1.22600737566076,1.7378003059458855,-0.77227926,0,False
ATXN10,False,1.020453504121011,1.7502795941457279,-0.44167987,0,False
ATXN1L,False,0.3865182462645702,1.7805976396765866,0.06826345,0,False
ATXN2,False,0.48335780703516684,1.6039245258562382,-1.1753079,0,False
ATXN2L,False,1.0373133252232234,1.701592996173853,-0.6721788,0,False
ATXN3,False,0.3219338462444492,1.6798736911827012,-0.6373964,0,False
ATXN7,False,0.49710424795756214,1.683177338714903,-0.618201,0,False
ATXN7L1,False,0.07275384350806646,1.6499650292587011,-0.029380722,0,False
ATXN7L2,False,0.1625588229350788,1.7058820824861143,0.1591525,0,False
ATXN7L3,False,0.5646119088645654,1.6753722735522834,-0.87826794,0,False
ATXN7L3B,False,1.2648277493969071,1.8096918189878717,-0.44484732,0,False
AUH,False,0.20782737519418681,1.7005219144357022,0.14080192,0,False
AUNIP,False,0.02015426346743742,1.7170797654878098,0.1875857,0,False
AUP1,False,0.3089652478237279,1.51716650630464,-1.7696912,0,False
AURKA,False,0.09618932438061521,1.7521581111889826,0.31112158,0,False
AURKAIP1,False,0.6695409038157947,1.7035863069979436,-0.70000815,0,False
AURKC,False,0.03263891070464275,1.5382970175952535,-0.41237688,0,False
AUTS2,False,0.9781426300651022,1.9182011400096846,0.36669636,0,False
AVEN,False,0.11013742210634464,1.6744399397316931,0.032080233,0,False
AVIL,False,0.03596955704339817,1.7205024793041512,0.1898903,0,False
AVL9,False,0.5337693436520199,1.841302322851928,0.47907296,0,False
AVP,False,0.0005557081576540892,0.6694841288398591,-3.3756168,0,False
AVPI1,False,0.03585957505133981,1.7070869427892887,0.16855082,0,False
AVPR1A,False,0.004347626912711602,1.3971189800290782,-0.9375406,0,False
AXDND1,False,0.004943313282573145,1.587237342169399,-0.2777781,0,False
AXIN1,False,0.19939411427293177,1.706593417342145,0.15410998,0,False
AXIN2,False,0.044806168734883356,1.5521498697471792,-0.37252855,0,False
AZGP1,False,0.000535970276122793,1.2357374596823918,-1.4108629,0,False
AZI2,False,0.8189321362803552,1.816394126113287,-0.13257128,0,False
AZIN1,False,1.1123540074744924,1.8109045499502119,-0.29709724,0,False
AZIN2,False,0.04695010331203873,1.7772953913434884,0.39031163,0,False
AZU1,False,0.01376764567575855,1.4885703157200785,-0.5817371,0,False
B3GALNT1,False,0.14409038632720575,1.6654163629135148,0.009546721,0,False
B3GALNT2,False,0.09384253054857294,1.6526579008672084,-0.031123972,0,False
B3GALT1,False,0.23618480872956282,1.7103709256625526,0.17055571,0,False
B3GALT2,False,0.04617408671089524,1.7067306466147003,0.15941903,0,False
B3GALT4,False,0.10323038073800614,1.5748517931144543,-0.28755897,0,False
B3GALT5,False,0.09441694488983819,1.7970047338209463,0.46088842,0,False
B3GALT6,False,0.490563692620839,1.8428392931714672,0.49921766,0,False
B3GAT3,False,0.06487367816063547,1.4259722171670253,-0.8036959,0,False
B3GLCT,False,0.06434423769773774,1.6519168269514009,-0.047090594,0,False
B3GNT2,False,0.24449051039436215,1.7458834661652642,0.2844283,0,False
B3GNT3,False,0.002206598650933482,1.58187735822499,-0.2562507,0,False
B3GNT5,False,0.243044477835065,1.7051550226155876,0.1514359,0,False
B3GNT7,False,0.000584144639409254,0.8749041666599172,-2.6467428,0,False
B3GNT8,False,0.027339577272893517,1.3722576507379058,-0.9850312,0,False
B3GNT9,False,0.010664943949241454,1.593291838480074,-0.20682646,0,False
B3GNTL1,False,0.03258696334012232,1.6546503061346314,-0.029427381,0,False
B4GALNT1,False,0.0018613446660784771,1.558680142227792,-0.36247438,0,False
B4GALNT3,False,0.2577848311965161,1.7747357616708332,0.23871121,0,False
B4GALNT4,False,0.7330241754656565,1.6796040975030948,-0.850017,0,False
B4GALT1,False,0.35352512611364584,1.8080418151622717,0.23594247,0,False
B4GALT2,False,0.4716592699671873,1.7195064576594319,-0.3669838,0,False
B4GALT3,False,0.5837654776156112,1.7320511617980991,-0.5075482,0,False
B4GALT4,False,0.22867379945471816,1.672785043333601,0.04124887,0,False
B4GALT5,False,0.7876540066265341,1.7413480007765578,-0.44124904,0,False
B4GALT6,False,0.12126984600342883,1.746889764607051,0.2947366,0,False
B4GALT7,False,0.07824407942495032,1.7090103038347384,0.16278228,0,False
B4GAT1,False,0.4040266404216129,1.6834397169639268,-0.6122219,0,False
B9D1,False,0.16210723286944873,1.7184464328934943,0.19922446,0,False
B9D2,False,0.06513895936842087,1.7224840142521871,0.21557568,0,False
BAALC,False,1.07222979602423,1.8853308288846722,0.017591925,0,False
BABAM1,False,0.8632372404083848,1.7529605951018978,-0.42804942,0,False
BACE1,False,1.0632549336430062,1.7906789602647617,-0.25150803,0,False
BACE2,False,0.051712619057779095,1.7947637724667027,0.45744196,0,False
BACH1,False,0.27018516520958463,1.7302602358675518,0.06806734,0,False
BACH1-IT2,False,0.004037806671561563,1.597132190426007,-0.22604764,0,False
BACH2,False,0.08648971201256364,1.7544008264255444,0.30986765,0,False
BAD,False,0.4630183401503073,1.6200114351644335,-1.0492116,0,False
BAG1,False,0.8595709353547432,1.8045933378579009,-0.17743732,0,False
BAG3,False,0.22621514730642528,1.6913934541659246,0.1016706,0,False
BAG4,False,0.16994639202936618,1.5802371325589513,-0.27566084,0,False
BAG5,False,0.3417166186508941,1.6772871742994386,-0.6415968,0,False
BAG6,False,0.8156128129444098,1.7033432035882823,-0.6902392,0,False
BAHCC1,False,0.21968507155161804,1.7830859446414848,0.4178077,0,False
BAHD1,False,0.22358398093601978,1.7433274294269503,0.28074497,0,False
BAIAP2,False,0.796529566701175,1.870264887777672,0.30731744,0,False
BAIAP2L1,False,0.17476520341197907,1.7799708192147023,0.39651114,0,False
BAIAP3,False,0.2506869687175426,1.679388672685302,0.058465894,0,False
BAK1,False,0.15291403862255307,1.7782828238454982,0.39976594,0,False
BAMBI,False,0.27126307643935876,1.7525498326464788,0.08297857,0,False
BANF1,False,1.170520766091663,1.9624678226290788,0.251119,0,False
BANK1,False,0.0019347335310583415,1.4068202701964432,-0.8690924,0,False
BANP,False,0.20804767691405807,1.5905208508023687,-0.24055894,0,False
BAP1,False,0.30013455822085555,1.67667731934139,-0.6596,0,False
BARD1,False,0.20068815044389007,1.8617314735405155,0.6817282,0,False
BARX2,False,0.03863434437486289,1.573786549725134,-0.3058014,0,False
BATF2,False,0.04912785984063059,1.606236579479431,-0.18094584,0,False
BATF3,False,0.0016498466012750076,1.2984262919595646,-1.2199805,0,False
BAX,False,0.6275866085169433,1.70802104564934,-0.6721117,0,False
BAZ1A,False,0.5564851224768579,1.867618030320711,0.37980953,0,False
BAZ1B,False,0.7954064205499907,1.8188323331424003,0.060516585,0,False
BAZ2A,False,0.6395709079263694,1.7091790311020085,-0.654516,0,False
BAZ2B,False,0.9672760523706025,1.7769468798753616,-0.30803826,0,False
BBC3,False,0.16654673596615507,1.8506013475613194,0.6440503,0,False
BBIP1,False,0.345406349129366,1.8315506545233153,0.4163288,0,False
BBOF1,False,0.08613718257081303,1.795569953414108,0.452695,0,False
BBS1,False,0.032043514328393606,1.6641163226931557,0.025606286,0,False
BBS10,False,0.14325064035313162,1.5635318355329137,-0.33639142,0,False
BBS12,False,0.051360077461455864,1.6434527219504647,-0.059769593,0,False
BBS2,False,0.21426953820552072,1.7712503745647634,0.37037352,0,False
BBS4,False,0.19975262327230792,1.8092100991645048,0.5018675,0,False
BBS5,False,0.23775375987218583,1.5557003944185777,-0.35719785,0,False
BBS7,False,0.1467053115699145,1.6676365550680734,0.034553904,0,False
BBS9,False,0.14902787390942934,1.6965906196521532,0.12579274,0,False
BBX,False,0.5823767208924469,1.7372126404385284,-0.4774503,0,False
BCAM,False,0.2323626019380934,1.5843483170798445,-0.26323998,0,False
BCAP29,False,0.1986118016117448,1.7296864987046803,0.23824288,0,False
BCAP31,False,1.0274224478103857,1.7304165030056997,-0.52894104,0,False
BCAR1,False,0.4332322387541675,1.6203120618188143,-1.0577664,0,False
BCAR3,False,0.6234604345119841,1.7709389131551245,-0.25179285,0,False
BCAR4,False,0.0005300217996056393,0.8965069042576794,-2.5984719,0,False
BCAS2,False,0.35621786726471993,1.7137657297869706,-0.39483926,0,False
BCAS3,False,0.15518350016532712,1.7512051333319896,0.29887205,0,False
BCAT2,False,0.9490925789906712,1.874278271851309,0.15126845,0,False
BCCIP,False,0.6386837216129188,1.8050606222918566,-0.033871975,0,False
BCDIN3D,False,0.092000085138261,1.6553067672665076,-0.014451495,0,False
BCHE,False,0.0054099382349623235,1.6232596069109297,-0.1389518,0,False
BCKDHA,False,0.0008692963624490757,1.1731278418020197,-1.6894484,0,False
BCKDK,False,0.6291422150371968,1.7299186704759948,-0.522175,0,False
BCL11A,False,0.2563900037898557,1.7848160639269897,0.4217567,0,False
BCL11B,False,0.0783095132696242,1.8384660440671274,0.61151206,0,False
BCL2,False,0.012416284400198346,1.682495944518256,0.06276208,0,False
BCL2A1,False,0.005393328321370896,1.2838274862214174,-1.273267,0,False
BCL2L1,False,1.1200825477527088,1.7826445516905807,-0.43747362,0,False
BCL2L11,False,0.19558209883986008,1.8434524001403272,0.626874,0,False
BCL2L12,False,0.2517164782588593,1.8633084245192157,0.6953968,0,False
BCL2L13,False,0.47161417373456604,1.753086597810227,-0.13151142,0,False
BCL2L14,False,0.00016193199306411608,0.5747423329680061,-1.0160093,0,False
BCL2L15,False,0.0017456865233625417,1.4633387589603148,-0.6495358,0,False
BCL2L2,False,0.2684955046619417,1.7505814042026737,0.12269239,0,False
BCL3,False,0.04739493539989731,1.5166924044891654,-0.4953384,0,False
BCL6,False,0.07160133076553207,1.668466001451881,0.008286065,0,False
BCL7A,False,0.401317987449503,1.7434981691489848,-0.19224226,0,False
BCL7B,False,0.5914608885820176,1.860132796284002,0.3320582,0,False
BCL7C,False,0.22207069152426162,1.6179323969136248,-0.14689171,0,False
BCL9,False,0.4447613747166389,1.8014059143284202,0.19383352,0,False
BCL9L,False,0.2485127863534553,1.7062580842072246,0.15358852,0,False
BCLAF1,False,1.026308386704761,1.7643936523802533,-0.3723669,0,False
BCO1,False,0.008483681072118592,1.4838837414412342,-0.5891075,0,False
BCO2,False,0.02475237962463228,1.5113304862788266,-0.51617825,0,False
BCORL1,False,0.2067592772076368,1.7868459018307004,0.43008566,0,False
BCR,False,0.2002819103058056,1.592277345890081,-0.23745629,0,False
BCRP3,False,0.05324930577387667,1.6574602444265398,-0.013461875,0,False
BCS1L,False,0.10209870220953701,1.5963404212534948,-0.22127044,0,False
BDH1,False,0.05026015421997444,1.6474985187413393,-0.046535853,0,False
BDH2,False,0.6238796838019633,1.8571861156199965,0.3098871,0,False
BDKRB1,False,0.0032531621751966146,1.2227866091196775,-1.5081716,0,False
BDKRB2,False,0.06568439585847896,1.6401850023497624,-0.07586481,0,False
BDNF,False,0.021605184934314264,1.7250357999262171,0.20654747,0,False
BDP1,False,0.5557179611239174,1.7165365642336377,-0.5004571,0,False
BEAN1,False,0.0013120537626866739,1.1344715618809593,-1.78921,0,False
BECN1,False,0.629521143789473,1.8709582908120725,0.39315024,0,False
BEGAIN,False,0.03591055450394651,1.794171374157739,0.4597701,0,False
BEND3,False,0.1391506845383509,1.7079722712980083,0.16102487,0,False
BEND4,False,0.0027549839327586875,1.3236246509102911,-1.2068839,0,False
BEND5,False,0.13957715066827697,1.5924000153362985,-0.23262228,0,False
BEND6,False,0.0006533456186396197,0.9823948831086562,-2.3144045,0,False
BEST1,False,0.014271565706585143,1.3099361849413642,-1.2019074,0,False
BEST4,False,0.04123484169869608,1.8186522943185899,0.5343606,0,False
BET1L,False,0.32248664272221395,1.785146192147098,0.10458351,0,False
BEX1,False,1.5931030532982007,1.8563722059131886,-0.40675846,0,False
BEX2,False,0.6377534494703695,1.7622360226753082,-0.31741288,0,False
BEX3,False,1.936244933909009,2.1044942181962636,0.034155697,0,False
BEX4,False,0.5998072495112428,1.7639847684707108,-0.30231327,0,False
BFAR,False,0.269237248621139,1.6703845274227693,-0.37426838,0,False
BFSP1,False,0.021053898939469292,1.7944372083807263,0.4588928,0,False
BGLAP,False,0.0700124050659783,1.6257587909030118,-0.11602058,0,False
BGN,False,0.00937457907741978,1.7005146099266404,0.12515272,0,False
BHLHB9,False,0.09941861770776304,1.7176681716322495,0.19455779,0,False
BHLHE22,False,0.00115754955970507,1.2609791302853943,-1.3698863,0,False
BHLHE41,False,0.004357792030134144,1.675800447239397,0.030987335,0,False
BHMT,False,0.09025924041682837,1.760494228337841,0.3336449,0,False
BHMT2,False,0.0017034562529621537,1.2752968067241264,-1.3047379,0,False
BICD1,False,0.29311637918242356,1.770064174573971,-0.0037864167,0,False
BICD2,False,0.2219806812623695,1.8170796813100738,0.5348204,0,False
BICDL1,False,0.11912313942772261,1.6660453689947468,0.0133341765,0,False
BICDL2,False,0.022905101284504396,1.5741086034768879,-0.29820645,0,False
BID,False,0.3940323576228303,1.6375632717998632,-0.92181957,0,False
BIK,False,0.006746316465086711,1.6175258518468794,-0.14825374,0,False
BIN1,False,0.36645443015213813,1.7034685482232192,-0.4721632,0,False
BIN3,False,0.2831351198221168,1.6517216028753672,-0.8161204,0,False
BIRC2,False,0.599037608559351,1.809397371105053,-0.008587181,0,False
BIRC6,False,0.8150947523836832,1.7885200074141956,-0.26017785,0,False
BIVM,False,0.3237684436007262,1.717209532008808,-0.38953635,0,False
BLACAT1,False,0.007685926406935822,1.6371639214112506,-0.07954409,0,False
BLCAP,False,0.2050375475453577,1.7444325093006898,0.27903834,0,False
BLM,False,0.035517686257887135,1.7742810924081547,0.38817525,0,False
BLMH,False,0.8150338128671375,1.7719628663160458,-0.2638495,0,False
BLNK,False,0.005168950598734772,1.5879360616609914,-0.2307554,0,False
BLOC1S1,False,0.13421220083589636,1.4976195259345304,-0.55393374,0,False
BLOC1S2,False,0.3634635969937614,1.7458108164948218,-0.18696049,0,False
BLOC1S4,False,0.23769198474878556,1.6468586218876295,-0.04966388,0,False
BLOC1S5,False,0.13965897645781722,1.767619834462533,0.36820865,0,False
BLOC1S6,False,0.7257931502436559,1.7803432727394202,-0.19270758,0,False
BLVRA,False,0.2863188680786137,1.780632594505862,0.21823035,0,False
BLVRB,False,0.05887916699560895,1.5831690504374345,-0.27541134,0,False
BLZF1,False,0.12190388450157069,1.6696527998252235,0.030298827,0,False
BMP1,False,0.28959915360675953,1.8026225316348294,0.31676352,0,False
BMP3,False,0.019163502538847993,1.8529742192110463,0.6518758,0,False
BMP6,False,0.0016107063700193471,1.3515070613316806,-1.066108,0,False
BMP8A,False,0.002148205446850973,1.3221114051541625,-1.1648508,0,False
BMP8B,False,0.0037636657541481803,1.137621476989591,-1.8319935,0,False
BMPER,False,0.0007495456744900768,0.889354281115615,-2.58501,0,False
BMPR1A,False,0.36854814084847676,1.6779844763867677,-0.64637345,0,False
BMPR2,False,0.2825040768227874,1.7869034999232878,0.2953507,0,False
BMS1,False,0.6533138350308018,1.809132744112075,-0.0046058483,0,False
BMS1P14,False,0.001521750170090526,1.5272324797600207,-0.4844298,0,False
BMS1P4,False,0.004792214174628847,1.608491709863109,-0.167234,0,False
BMT2,False,0.1540868114750606,1.6578292836479611,-0.010928883,0,False
BNC2,False,0.013495604049786085,1.6548950428240832,-0.010550513,0,False
BNIP1,False,0.09956641623365335,1.6017112879365625,-0.2043348,0,False
BNIP2,False,0.23645994185071975,1.7969104656167778,0.46518865,0,False
BNIP3L,False,0.9525691396690035,1.7533364150259518,-0.43002477,0,False
BNIPL,False,0.002115001319426015,1.2850712150957784,-1.2917186,0,False
BOC,False,0.07910620257025841,1.6909938938456763,0.095488034,0,False
BOD1,False,0.6433400268216616,1.7332686459225242,-0.5049641,0,False
BOD1L1,False,0.52345895623049,1.7512793593769573,-0.15035775,0,False
BOD1L2,False,0.00018466123381426962,0.6404269497123404,-0.7849381,0,False
BOK,False,0.024426146745262937,1.5178911464339433,-0.47742462,0,False
BOLA1,False,0.10715874271935201,1.6912627131062932,0.1018967,0,False
BOLA2B,False,0.008491143000324112,1.7553635731509196,0.31537113,0,False
BOLA3,False,0.3640384162514865,1.6836095294833229,-0.6194134,0,False
BOLL,False,0.004057807641585497,1.6943440487341643,0.09108564,0,False
BOP1,False,0.25199921428057753,1.6720923751955845,0.04087361,0,False
BORA,False,0.04762095941706054,1.7811798820726668,0.4021452,0,False
BORCS5,False,0.08936793512666011,1.71986397039861,0.2097485,0,False
BORCS6,False,0.1371079032546951,1.6914503599847017,0.113803364,0,False
